"transaction_date","transaction_id","customer_id","customer_gender","customer_location","customer_tenure_months","produkt_sku","product_category","quantity","avg_price","delivery_charges","revenue","coupon_status","discount_pct","gst_onsale","daily_offline","daily_online","transaction_month","transaction_month_str","AOV_segment"
2019-08-26,"36,694","16,161",M,New York,10,GGOEAAAJ031914,Apparel,1,4.56,6,10.56,Clicked,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,683","13,694",F,California,44,GGOEGALB034114,Apparel,1,4.56,6,10.56,Used,20,0.18,"2,500","1,094.77",8,aug,Medium-Low
2019-08-26,"36,683","13,694",F,California,44,GGOEGAFB035814,Apparel,1,44.79,6,50.79,Used,20,0.18,"2,500","1,094.77",8,aug,Medium-Low
2019-08-26,"36,681","13,694",F,California,44,GGOEGAFB035815,Apparel,1,55.99,6,61.99,Used,20,0.18,"2,500","1,094.77",8,aug,Medium-Low
2019-08-26,"36,681","13,694",F,California,44,GGOEGAAB010515,Apparel,10,16.99,6,175.9,Clicked,20,0.18,"2,500","1,094.77",8,aug,Medium-Low
2019-08-26,"36,680","13,694",F,California,44,GGOEYAAJ033013,Apparel,1,8,6,14,Used,20,0.18,"2,500","1,094.77",8,aug,Medium-Low
2019-08-26,"36,680","13,694",F,California,44,GGOEGAAQ033913,Apparel,1,4.56,6,10.56,Used,20,0.18,"2,500","1,094.77",8,aug,Medium-Low
2019-08-26,"36,680","13,694",F,California,44,GGOEGAAJ059116,Apparel,2,8.8,6,23.6,Not Used,20,0.18,"2,500","1,094.77",8,aug,Medium-Low
2019-08-26,"36,680","13,694",F,California,44,GGOEGAAJ032813,Apparel,1,4.8,6,10.8,Not Used,20,0.18,"2,500","1,094.77",8,aug,Medium-Low
2019-08-26,"36,680","13,694",F,California,44,GGOEGAAH034017,Apparel,1,4.56,6,10.56,Not Used,20,0.18,"2,500","1,094.77",8,aug,Medium-Low
2019-08-26,"36,680","13,694",F,California,44,GGOEAAAP081213,Apparel,1,8,6,14,Not Used,20,0.18,"2,500","1,094.77",8,aug,Medium-Low
2019-08-26,"36,677","17,068",F,Washington DC,31,GGOEGALP034314,Apparel,2,7.6,6,21.2,Clicked,20,0.18,"2,500","1,094.77",8,aug,Medium-Low
2019-08-26,"36,677","17,068",F,Washington DC,31,GGOEGALP034313,Apparel,1,7.6,6,13.6,Clicked,20,0.18,"2,500","1,094.77",8,aug,Medium-Low
2019-08-26,"36,677","17,068",F,Washington DC,31,GGOEGALJ036414,Apparel,1,9.6,6,15.6,Clicked,20,0.18,"2,500","1,094.77",8,aug,Medium-Low
2019-08-26,"36,677","17,068",F,Washington DC,31,GGOEGALB036513,Apparel,1,4.8,6,10.8,Used,20,0.18,"2,500","1,094.77",8,aug,Medium-Low
2019-08-26,"36,677","17,068",F,Washington DC,31,GGOEGAEJ028013,Apparel,1,4.08,6,10.08,Used,20,0.18,"2,500","1,094.77",8,aug,Medium-Low
2019-08-26,"36,677","17,068",F,Washington DC,31,GGOEGAAJ080614,Apparel,1,15.99,6,21.99,Not Used,20,0.18,"2,500","1,094.77",8,aug,Medium-Low
2019-08-26,"36,677","13,089",F,New Jersey,25,GGOEGAAJ032813,Apparel,1,4.8,6,10.8,Clicked,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,677","13,089",F,New Jersey,25,GGOEGAAH034015,Apparel,1,4.56,6,10.56,Clicked,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,677","13,089",F,New Jersey,25,GGOEGAAB033813,Apparel,1,7.6,6,13.6,Used,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,675","13,089",F,New Jersey,25,GGOEGAAR010714,Apparel,1,13.59,6,19.59,Not Used,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,675","13,089",F,New Jersey,25,GGOEGAAQ033914,Apparel,1,4.56,6,10.56,Clicked,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,675","13,089",F,New Jersey,25,GGOEGAAB033814,Apparel,1,7.6,6,13.6,Used,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,672","13,089",F,New Jersey,25,GGOEGHPB071610,Apparel,1,8.79,6,14.79,Used,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,672","13,089",F,New Jersey,25,GGOEGAPB058216,Apparel,1,41.99,6,47.99,Clicked,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,663","13,089",F,New Jersey,25,GGOEGATH060713,Apparel,1,23.76,6,29.76,Used,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,663","13,089",F,New Jersey,25,GGOEGAEJ031316,Apparel,1,31.99,6,37.99,Clicked,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,661","13,089",F,New Jersey,25,GGOEGAAQ033914,Apparel,1,5.7,6,11.7,Clicked,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,661","13,089",F,New Jersey,25,GGOEGAAB033814,Apparel,1,9.49,6,15.49,Clicked,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,661","13,089",F,New Jersey,25,GGOEAAAL081114,Apparel,1,9.99,6,15.99,Clicked,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,661","13,089",F,New Jersey,25,GGOEAAAJ031914,Apparel,1,5.7,6,11.7,Clicked,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,659","13,089",F,New Jersey,25,GGOEGAAB010515,Apparel,1,16.99,6,22.99,Used,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,658","13,089",F,New Jersey,25,GGOEGAAQ010415,Apparel,1,16.99,6,22.99,Used,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,658","13,089",F,New Jersey,25,GGOEGAAL010615,Apparel,1,16.99,6,22.99,Not Used,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,657","13,089",F,New Jersey,25,GGOEYAAJ033015,Apparel,1,8,6,14,Not Used,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,657","13,089",F,New Jersey,25,GGOEYAAB031815,Apparel,1,13.59,6,19.59,Not Used,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,657","13,089",F,New Jersey,25,GGOEGATH060714,Apparel,1,23.76,6,29.76,Clicked,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,657","13,089",F,New Jersey,25,GGOEGALJ034414,Apparel,1,4.56,6,10.56,Clicked,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,657","13,089",F,New Jersey,25,GGOEGAEJ028114,Apparel,1,4.08,6,10.08,Clicked,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,657","13,089",F,New Jersey,25,GGOEGAEC029113,Apparel,1,15.19,6,21.19,Clicked,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-26,"36,656","13,089",F,New Jersey,25,GGOEAAWT061753,Apparel,1,19.19,6,25.19,Clicked,20,0.18,"2,500","1,094.77",8,aug,Low
2019-08-25,"36,653","13,089",F,New Jersey,25,GGOEGAFJ036216,Apparel,1,29.11,6,35.11,Clicked,20,0.18,"2,500","1,941.38",8,aug,Low
2019-08-25,"36,653","13,089",F,New Jersey,25,GGOEGAAB010516,Apparel,1,13.59,6,19.59,Clicked,20,0.18,"2,500","1,941.38",8,aug,Low
2019-08-25,"36,652","13,089",F,New Jersey,25,GGOEGAXR065129,Apparel,1,13.59,6,19.59,Used,20,0.18,"2,500","1,941.38",8,aug,Low
2019-08-25,"36,652","13,089",F,New Jersey,25,GGOEAAWJ062548,Apparel,1,13.59,6,19.59,Clicked,20,0.18,"2,500","1,941.38",8,aug,Low
2019-08-25,"36,631","16,525",F,California,47,GGOEGAAJ080613,Apparel,1,15.99,6,21.99,Clicked,20,0.18,"2,500","1,941.38",8,aug,Medium-High
2019-08-25,"36,629","16,525",F,California,47,GGOEGALP034314,Apparel,1,7.6,6,13.6,Not Used,20,0.18,"2,500","1,941.38",8,aug,Medium-High
2019-08-25,"36,629","16,525",F,California,47,GGOEGALB034114,Apparel,1,4.56,6,10.56,Used,20,0.18,"2,500","1,941.38",8,aug,Medium-High
2019-08-25,"36,622","15,291",M,California,32,GGOEGALB036515,Apparel,1,4.8,6,10.8,Not Used,20,0.18,"2,500","1,941.38",8,aug,Low
2019-08-25,"36,622","15,291",M,California,32,GGOEGAEJ028016,Apparel,1,4.08,6,10.08,Clicked,20,0.18,"2,500","1,941.38",8,aug,Low
2019-08-25,"36,622","15,291",M,California,32,GGOEGAAJ032817,Apparel,1,4.8,6,10.8,Clicked,20,0.18,"2,500","1,941.38",8,aug,Low
2019-08-25,"36,622","15,291",M,California,32,GGOEGAAH034015,Apparel,1,4.56,6,10.56,Clicked,20,0.18,"2,500","1,941.38",8,aug,Low
2019-08-25,"36,620","15,291",M,California,32,GGOEGAEB084513,Apparel,1,33.59,6,39.59,Clicked,20,0.18,"2,500","1,941.38",8,aug,Low
2019-08-25,"36,619","15,291",M,California,32,GGOEYAYR068624,Apparel,1,15.19,6,21.19,Not Used,20,0.18,"2,500","1,941.38",8,aug,Low
2019-08-25,"36,618","15,291",M,California,32,GGOEGAAQ010416,Apparel,4,16.99,6,73.96,Not Used,20,0.18,"2,500","1,941.38",8,aug,Low
2019-08-25,"36,617","15,291",M,California,32,GGOEGAUC057715,Apparel,1,13.92,6,19.92,Clicked,20,0.18,"2,500","1,941.38",8,aug,Low
2019-08-25,"36,617","15,291",M,California,32,GGOEGADJ059713,Apparel,1,30,6,36,Used,20,0.18,"2,500","1,941.38",8,aug,Low
2019-08-25,"36,617","15,291",M,California,32,GGOEGAAH034015,Apparel,1,4.56,6,10.56,Clicked,20,0.18,"2,500","1,941.38",8,aug,Low
2019-08-25,"36,617","15,291",M,California,32,GGOEAAAL081114,Apparel,1,8,6,14,Used,20,0.18,"2,500","1,941.38",8,aug,Low
2019-08-25,"36,614","15,291",M,California,32,GGOEGALP034315,Apparel,1,7.6,6,13.6,Not Used,20,0.18,"2,500","1,941.38",8,aug,Low
2019-08-25,"36,614","15,291",M,California,32,GGOEGAAJ032313,Apparel,1,10.63,6,16.63,Used,20,0.18,"2,500","1,941.38",8,aug,Low
2019-08-25,"36,604","12,868",F,California,8,GGOEGAAH034015,Apparel,1,4.56,6,10.56,Clicked,20,0.18,"2,500","1,941.38",8,aug,High
2019-08-25,"36,598","12,868",F,California,8,GGOEGADJ057116,Apparel,1,26.4,6,32.4,Used,20,0.18,"2,500","1,941.38",8,aug,High
2019-08-25,"36,596","12,868",F,California,8,GGOEGAAJ059116,Apparel,1,8.8,6,14.8,Used,20,0.18,"2,500","1,941.38",8,aug,High
2019-08-25,"36,596","12,868",F,California,8,GGOEGAAJ032317,Apparel,1,10.63,6,16.63,Clicked,20,0.18,"2,500","1,941.38",8,aug,High
2019-08-25,"36,595","12,868",F,California,8,GGOEGAEQ027913,Apparel,1,13.59,6.5,20.09,Clicked,20,0.18,"2,500","1,941.38",8,aug,High
2019-08-25,"36,595","12,868",F,California,8,GGOEGAAR010714,Apparel,1,13.59,6.5,20.09,Used,20,0.18,"2,500","1,941.38",8,aug,High
2019-08-25,"36,594","12,868",F,California,8,GGOEGALJ073313,Apparel,2,15.19,6,36.38,Used,20,0.18,"2,500","1,941.38",8,aug,High
2019-08-24,"36,529","12,971",F,Washington DC,43,GGOEGAFB035814,Apparel,1,44.79,6,50.79,Clicked,20,0.18,"2,500","2,168.34",8,aug,High
2019-08-24,"36,476","15,311",F,Illinois,40,GGOEGAEB084515,Apparel,2,33.59,6,73.18,Clicked,20,0.18,"2,500","2,168.34",8,aug,Medium-High
2019-08-24,"36,472","15,311",F,Illinois,40,GGOEGAPB057514,Apparel,1,37.2,6,43.2,Used,20,0.18,"2,500","2,168.34",8,aug,Medium-High
2019-08-24,"36,472","15,311",F,Illinois,40,GGOEGALP034314,Apparel,1,7.6,6,13.6,Clicked,20,0.18,"2,500","2,168.34",8,aug,Medium-High
2019-08-24,"36,472","15,311",F,Illinois,40,GGOEGAAJ059116,Apparel,1,8.8,6,14.8,Used,20,0.18,"2,500","2,168.34",8,aug,Medium-High
2019-08-24,"36,472","15,311",F,Illinois,40,GGOEGAAH034015,Apparel,1,4.56,6,10.56,Used,20,0.18,"2,500","2,168.34",8,aug,Medium-High
2019-08-24,"36,472","15,311",F,Illinois,40,GGOEAAEJ035715,Apparel,1,8.4,6,14.4,Not Used,20,0.18,"2,500","2,168.34",8,aug,Medium-High
2019-08-24,"36,470","15,311",F,Illinois,40,GGOEGAAQ033915,Apparel,1,5.7,6,11.7,Clicked,20,0.18,"2,500","2,168.34",8,aug,Medium-High
2019-08-24,"36,470","15,311",F,Illinois,40,GGOEGAAB010515,Apparel,1,16.99,6,22.99,Not Used,20,0.18,"2,500","2,168.34",8,aug,Medium-High
2019-08-24,"36,466","15,311",F,Illinois,40,GGOEGAEB084514,Apparel,1,33.59,6,39.59,Clicked,20,0.18,"2,500","2,168.34",8,aug,Medium-High
2019-08-24,"36,464","15,311",F,Illinois,40,GGOEYAAB031814,Apparel,1,16.99,6,22.99,Clicked,20,0.18,"2,500","2,168.34",8,aug,Medium-High
2019-08-24,"36,463","15,311",F,Illinois,40,GGOEGAAJ057013,Apparel,1,13.2,6,19.2,Used,20,0.18,"2,500","2,168.34",8,aug,Medium-High
2019-08-24,"36,462","15,311",F,Illinois,40,GGOEYAAB031814,Apparel,1,16.99,6,22.99,Used,20,0.18,"2,500","2,168.34",8,aug,Medium-High
2019-08-24,"36,452","14,606",F,Illinois,33,GGOEGADJ057114,Apparel,1,26.4,6,32.4,Used,20,0.18,"2,500","2,168.34",8,aug,Medium-High
2019-08-24,"36,452","14,606",F,Illinois,33,GGOEGADC059314,Apparel,1,28,6,34,Clicked,20,0.18,"2,500","2,168.34",8,aug,Medium-High
2019-08-24,"36,452","14,606",F,Illinois,33,GGOEGAAJ032714,Apparel,1,8,6,14,Clicked,20,0.18,"2,500","2,168.34",8,aug,Medium-High
2019-08-24,"36,452","14,606",F,Illinois,33,GGOEAAAJ080814,Apparel,1,15.99,6,21.99,Used,20,0.18,"2,500","2,168.34",8,aug,Medium-High
2019-08-24,"36,448","14,606",F,Illinois,33,GGOEGAAJ080615,Apparel,2,15.99,6.5,38.48,Clicked,20,0.18,"2,500","2,168.34",8,aug,Medium-High
2019-08-24,"36,445","14,606",F,Illinois,33,GGOEGAAJ032817,Apparel,1,6,6,12,Clicked,20,0.18,"2,500","2,168.34",8,aug,Medium-High
2019-08-23,"36,441","14,606",F,Illinois,33,GGOEYAYR068626,Apparel,2,15.19,6,36.38,Clicked,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,441","14,606",F,Illinois,33,GGOEYAAJ033013,Apparel,2,8,6,22,Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,441","14,606",F,Illinois,33,GGOEGATC060314,Apparel,1,26,6,32,Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,440","14,606",F,Illinois,33,GGOEGHPB071610,Apparel,2,8.79,6,23.58,Clicked,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,440","14,606",F,Illinois,33,GGOEGAEQ027913,Apparel,1,13.59,6,19.59,Not Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,434","14,606",F,Illinois,33,GGOEGAEB027814,Apparel,1,13.59,6,19.59,Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,434","14,606",F,Illinois,33,GGOEGADC059314,Apparel,1,28,6,34,Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,434","14,606",F,Illinois,33,GGOEGAAB033814,Apparel,1,7.6,6,13.6,Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,434","14,606",F,Illinois,33,GGOEAAEJ030914,Apparel,1,12,6,18,Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,433","14,606",F,Illinois,33,GGOEGALP034315,Apparel,1,7.6,6,13.6,Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,390","13,093",M,California,35,GGOEGAEJ031314,Apparel,1,31.99,6,37.99,Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,390","13,093",M,California,35,GGOEGAEJ028013,Apparel,1,4.08,6,10.08,Clicked,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,385","17,841",M,California,21,GGOEGALB034114,Apparel,3,5.7,6,23.1,Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,385","17,841",M,California,21,GGOEGAAQ010415,Apparel,3,16.99,6,56.97,Clicked,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,385","17,841",M,California,21,GGOEGAAQ010413,Apparel,10,16.99,6,175.9,Not Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,385","17,841",M,California,21,GGOEGAAJ032317,Apparel,1,13.29,6,19.29,Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,385","17,841",M,California,21,GGOEGAAJ032313,Apparel,1,13.29,6,19.29,Not Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,385","17,841",M,California,21,GGOEGAAB033814,Apparel,2,9.49,6,24.98,Clicked,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,385","17,841",M,California,21,GGOEGAAB033813,Apparel,10,9.49,6,100.9,Clicked,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,381","17,841",M,California,21,GGOEGALB034117,Apparel,1,4.56,6,10.56,Clicked,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,381","17,841",M,California,21,GGOEGAEJ028016,Apparel,1,4.08,6,10.08,Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,379","17,841",M,California,21,GGOEAAAB081015,Apparel,1,15.99,6,21.99,Not Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,379","17,841",M,California,21,GGOEAAAB034915,Apparel,1,15.99,6,21.99,Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,378","17,841",M,California,21,GGOEGAWR061848,Apparel,1,13.59,6,19.59,Clicked,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,378","17,841",M,California,21,GGOEAAWT061753,Apparel,1,19.19,6,25.19,Clicked,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,376","17,841",M,California,21,GGOEAAAJ031914,Apparel,1,5.7,6,11.7,Clicked,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,374","17,841",M,California,21,GGOEGHPB071610,Apparel,5,8.79,12.48,56.43,Clicked,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,374","17,841",M,California,21,GGOEGAAQ033915,Apparel,3,4.56,12.48,26.16,Clicked,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,374","17,841",M,California,21,GGOEGAAQ010415,Apparel,1,13.59,12.48,26.07,Clicked,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,374","17,841",M,California,21,GGOEGAAJ073414,Apparel,1,15.19,12.48,27.67,Clicked,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,374","17,841",M,California,21,GGOEGAAB033814,Apparel,2,7.6,12.48,27.68,Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,370","18,109",F,New York,9,GGOEGAPB058213,Apparel,1,52.49,6,58.49,Used,20,0.18,"2,500","1,901.56",8,aug,Low
2019-08-23,"36,369","18,109",F,New York,9,GGOEGADJ057117,Apparel,1,26.4,6,32.4,Clicked,20,0.18,"2,500","1,901.56",8,aug,Low
2019-08-23,"36,368","18,109",F,New York,9,GGOEGAWR061848,Apparel,1,13.59,6.5,20.09,Clicked,20,0.18,"2,500","1,901.56",8,aug,Low
2019-08-23,"36,368","18,109",F,New York,9,GGOEGAWC061948,Apparel,2,13.59,6.5,33.68,Clicked,20,0.18,"2,500","1,901.56",8,aug,Low
2019-08-23,"36,368","18,109",F,New York,9,GGOEAAWT061748,Apparel,1,19.19,6.5,25.69,Clicked,20,0.18,"2,500","1,901.56",8,aug,Low
2019-08-23,"36,368","18,109",F,New York,9,GGOEAAWJ062548,Apparel,1,13.59,6.5,20.09,Clicked,20,0.18,"2,500","1,901.56",8,aug,Low
2019-08-23,"36,367","18,109",F,New York,9,GGOEGAAJ080614,Apparel,1,15.99,6,21.99,Used,20,0.18,"2,500","1,901.56",8,aug,Low
2019-08-23,"36,364","15,061",M,California,7,GGOEGAEJ028013,Apparel,1,4.08,6,10.08,Clicked,20,0.18,"2,500","1,901.56",8,aug,High
2019-08-23,"36,363","14,748",F,Illinois,31,GGOEGAPB058212,Apparel,1,52.49,6,58.49,Clicked,20,0.18,"2,500","1,901.56",8,aug,Low
2019-08-23,"36,362","14,748",F,Illinois,31,GGOEGAXR065128,Apparel,1,13.59,6,19.59,Clicked,20,0.18,"2,500","1,901.56",8,aug,Low
2019-08-23,"36,362","14,748",F,Illinois,31,GGOEGAXQ067130,Apparel,1,13.59,6,19.59,Clicked,20,0.18,"2,500","1,901.56",8,aug,Low
2019-08-23,"36,358","13,267",M,California,46,GGOEGAAJ080614,Apparel,1,15.99,6,21.99,Used,20,0.18,"2,500","1,901.56",8,aug,High
2019-08-23,"36,358","13,267",M,California,46,GGOEGAAB033813,Apparel,1,7.6,6,13.6,Clicked,20,0.18,"2,500","1,901.56",8,aug,High
2019-08-23,"36,358","13,267",M,California,46,GGOEAHPB076113,Apparel,1,12.31,6,18.31,Used,20,0.18,"2,500","1,901.56",8,aug,High
2019-08-23,"36,356","13,267",M,California,46,GGOEGADC059314,Apparel,1,28,6,34,Clicked,20,0.18,"2,500","1,901.56",8,aug,High
2019-08-23,"36,356","13,267",M,California,46,GGOEGAAJ032313,Apparel,1,10.63,6,16.63,Used,20,0.18,"2,500","1,901.56",8,aug,High
2019-08-23,"36,355","13,267",M,California,46,GGOEGAAJ080615,Apparel,1,15.99,12.99,28.98,Clicked,20,0.18,"2,500","1,901.56",8,aug,High
2019-08-23,"36,353","13,267",M,California,46,GGOEAAWT061748,Apparel,1,19.19,6,25.19,Not Used,20,0.18,"2,500","1,901.56",8,aug,High
2019-08-23,"36,350","13,488",F,California,22,GGOEYHPB072210,Apparel,1,10.99,6,16.99,Not Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,350","13,488",F,California,22,GGOEYAFB073116,Apparel,1,39.19,6,45.19,Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,350","13,488",F,California,22,GGOEYAAJ033015,Apparel,1,9.99,6,15.99,Clicked,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,350","13,488",F,California,22,GGOEGAEJ035316,Apparel,2,20.99,6,47.98,Clicked,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,348","13,488",F,California,22,GGOEYHPB072210,Apparel,1,10.99,6,16.99,Clicked,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,347","13,488",F,California,22,GGOEGAEB027815,Apparel,1,16.99,6,22.99,Clicked,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-23,"36,346","13,488",F,California,22,GGOEGAWQ062248,Apparel,2,16.99,6,39.98,Used,20,0.18,"2,500","1,901.56",8,aug,Medium-High
2019-08-22,"36,343","13,488",F,California,22,GGOEGATH060713,Apparel,1,23.76,6,29.76,Used,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,343","13,488",F,California,22,GGOEGALL074613,Apparel,1,6.8,6,12.8,Used,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,343","13,488",F,California,22,GGOEGAAB033813,Apparel,1,7.6,6,13.6,Clicked,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,343","13,488",F,California,22,GGOEAAAJ031914,Apparel,1,4.56,6,10.56,Used,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,342","13,488",F,California,22,GGOEGAEJ028015,Apparel,1,4.08,6,10.08,Not Used,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,342","13,488",F,California,22,GGOEGAAQ010415,Apparel,1,13.59,6,19.59,Used,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,340","13,488",F,California,22,GGOEGAPB057813,Apparel,1,67.19,6,73.19,Not Used,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,340","13,488",F,California,22,GGOEGALP034313,Apparel,1,7.6,6,13.6,Clicked,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,340","13,488",F,California,22,GGOEGADJ057114,Apparel,1,26.4,6,32.4,Clicked,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,340","13,488",F,California,22,GGOEGAAB033814,Apparel,1,7.6,6,13.6,Clicked,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,339","13,488",F,California,22,GGOEGAPB058614,Apparel,1,42,6,48,Clicked,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,339","13,488",F,California,22,GGOEGAPB058213,Apparel,2,41.99,6,89.98,Clicked,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,339","13,488",F,California,22,GGOEGADB056713,Apparel,1,79.19,6,85.19,Used,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,338","13,488",F,California,22,GGOEGADJ056813,Apparel,1,44,6,50,Used,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,338","13,488",F,California,22,GGOEGAAL010613,Apparel,1,13.59,6,19.59,Clicked,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,337","13,488",F,California,22,GGOEGALJ036413,Apparel,1,9.6,6,15.6,Clicked,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,337","13,488",F,California,22,GGOEGALB036513,Apparel,1,4.8,6,10.8,Clicked,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,337","13,488",F,California,22,GGOEGADJ059713,Apparel,1,30,6,36,Not Used,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,336","13,488",F,California,22,GGOEGAFB035814,Apparel,1,44.79,6,50.79,Not Used,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,335","13,488",F,California,22,GGOEGAAJ080614,Apparel,1,15.99,6,21.99,Clicked,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,335","13,488",F,California,22,GGOEGAAH034015,Apparel,1,4.56,6,10.56,Clicked,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,333","13,488",F,California,22,GGOEYAEA035113,Apparel,1,12,6,18,Used,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,333","13,488",F,California,22,GGOEGAAQ033914,Apparel,1,4.56,6,10.56,Used,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,333","13,488",F,California,22,GGOEGAAQ010414,Apparel,1,13.59,6,19.59,Clicked,20,0.18,"2,500","1,172.96",8,aug,Medium-High
2019-08-22,"36,333","13,488",F,California,22,GGOEGAAJ080614,Apparel,1,15.99,6,21.99,Clicked,20,0.18,"2,500","1,172.96",8,aug,Medium-High
